cell_type,BTC_0004,BTC_0009,BTC_0010,BTC_0011,BTC_0012,BTC_0013,BTC_0014,BTC_0015,BTC_0016,BTC_0017,BTC_0018,BTC_0019,BTC_0020,BTC_0022,BTC_0023,BTC_0024,BTC_0025,BTC_0026,BTC_0028,BTC_0029,BTC_0030,BTC_0032,BTC_0033,BTC_0034,BTC_0035,BTC_0036,BTC_0037,BTC_0038,BTC_0039,BTC_0040,BTC_0042,BTC_0045,BTC_8002
Neutrophil_QUANTISEQ,0.0324260198081383,0.0206005477544693,0.00776831920988331,0.0694001707680543,0.0510729292927464,0.0233037681621154,0.00431823421887072,0.0317340194138445,0.0245687646721155,0.0258198459436419,0.0076054967372136,0,0.0233876446710616,0.0429482904080056,0.0631464139411621,0.0335978385449845,0.0138988549362306,0,0.0200860259784792,0.000958142667297142,0,0.0190842571730711,0.0586551131151975,0.0338013412158612,0.0346337704615159,0.053746295488335,0.0660085882959026,0.0196836664040329,0.0157583002836711,0.120956917576562,0.0346112426907851,0.0297036626210124,0.0565528993233607
NK cell_QUANTISEQ,0.00606367723432008,0.00680234729976927,0.0208689522344333,0.0134702360934058,0.00754792485019389,0.0169662950770806,0.0112682417455087,0.0111087732859338,0.00950220753362104,0.00645016991546813,0.0228798813832062,0.0252329028997874,0.00714007273028408,0.019713123674516,0.0106633458579304,0.00959269261664728,0.0110320310281473,0.0344122626123579,0.0144338039083402,0.0196234858749395,0.0314837474091512,0.0123648486279249,0.00711535270453977,0.0182001976868258,0.012804499525498,0.0147944360930968,0.0186184121871514,0.0220900606977245,0.00799688331942884,0.022122373492914,0.0128383121553252,0.00171673031920481,0.000430679431089329
T cell CD4+ (non-regulatory)_QUANTISEQ,0,0,0,0.00650852476707027,0,0,0.010579334435566,0,0.0010006292397042,0,0,0,0.0116907309764772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125907875199679,0,0.00150984374274255,0.0206874846378227,0,0.00368241301193513,0
T cell CD8+_QUANTISEQ,0.00371694352867766,0,0,0.00537831530762581,0.00609336509498108,0,0,0,0,0,0,0,0,0.000994020959685431,0.0180664452505096,0,0,0,0.00449066067204586,0,0,0.00894710242474134,0.00426889106302484,0,0.000537662654853276,0,0,0,0,0,0,0,0
T cell regulatory (Tregs)_QUANTISEQ,0.00535054304057381,0.00447267118621557,0.00308999939963126,0.0208901021494995,0.0065894358682184,0.000967183763469241,0,0.00299578120914862,0,0.006199086248771,0.00230404244474624,0.00426775697213235,0.00307570493222111,0.00372691515002314,0.0246946530853281,0.00122179507893979,0.00363052727582393,0.00436490057372999,0.0146709111710311,0.00437990154310448,0.0031970868550142,0.0210882071607575,0.00936007992960499,0,0.0156204113004766,0.00709232091687047,0.00231185950859566,0.00443642041840274,0.00573939162644827,0.000729479843475823,0.00348561649331735,0.000510585952901787,0.000159968417291407
Myeloid dendritic cell_QUANTISEQ,0,0.00273360276855207,0,0,0.00100546573647714,0,0,0.000938455718958594,0.00159711586328997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00770653410622582,0,0,0,0
uncharacterized cell_QUANTISEQ,0.88691832478963,0.935372536633773,0.887988757120684,0.780160058521012,0.89959035892291,0.86797606864918,0.959291613496551,0.904696475607545,0.941901371733707,0.910275566516637,0.876236202049196,0.858123583703728,0.929598031924269,0.903232563944186,0.765505366298289,0.916043797242915,0.910329699119299,0.825881883404306,0.791626864107291,0.872125619364293,0.802036751987612,0.775788187604422,0.865597656976558,0.838271191626131,0.856395095883146,0.833328655541324,0.847835887610138,0.876688910184735,0.91988307713961,0.790908735767358,0.889569091031157,0.955922980705971,0.941540224685203
Myeloid dendritic cell activated_XCELL,0.083249711568444,1.03954658772163e-18,0.0278982502140708,0.220452622237951,0,0.00848766788281552,0.070431209876688,0.054719414845313,0,0.175426449901119,0.0215848414402393,0.01523836762567,0,0.00238093053147708,0.335026846795247,0.0781320490528708,0.191899031158096,0.0497875283121596,0.175977679947613,0,0.0367464187711077,0.506517454692956,0.219658776581674,0.0272570965331156,0.16332108896678,5.47629376234131e-18,4.7892734980227e-18,0.104063435449665,0.00877185014644268,0.179951444081692,0.0416603883301806,0.292815826773965,0.00445764711246672
B cell_XCELL,0.0317601287723635,0.00295395180928316,0.0216317969270311,0.0510382001745675,0.00346240731563292,1.14640803975008e-20,0.0630771695348032,1.67656734200231e-18,1.00248096068193e-19,0,0.000211814876723457,0.0271068933845471,0,0.00105873272149207,0.0386769191950843,6.56425062539992e-20,2.27391056505496e-19,0.0375759176425311,0.0253096057671921,0.00738027432464658,0.00289425534095462,0.46568701812588,0.0235935980473343,0.0265679784478716,0.0254014714316837,0.00299142082332341,0.000292377207077155,0.0353355834113552,0.000844583518526069,0.00812618467880197,0.00303900747045385,0.0253737237438587,0.0159533493740642
T cell CD4+ memory_XCELL,0.00810760699537657,0.0116596252501486,0,0.0149901724958883,0.023230023779007,0.00180002107241102,6.28777775560166e-19,0.00270578445902633,0,0.00716840417918134,0.00660941286682846,0.00069621553873801,1.28649278723162e-18,0.00305012049290792,0.00439782627710655,0.0107390435458056,0.00418691785568622,0.0080575097440596,0.00947937214109123,0,8.63715454943997e-19,0.0369474573124197,0.0107654023338465,2.42890928846806e-18,2.44347684353943e-19,0.00409037888209538,0.00913599723952396,8.41007908259095e-20,6.51601715417783e-19,0,0.00106128272387557,0,0.0176543851423782
T cell CD4+ naive_XCELL,0,0,7.93384241327354e-20,0.00151447306169088,1.3412555731078e-18,9.56685884258741e-19,0,0,0,0,1.32385287540651e-18,0,7.37579386292852e-18,0,0.000396228125082055,0,1.00065384173084e-17,0,0,5.35970993554202e-18,0,0.0488589785396676,6.56538640209918e-19,0,2.00102179353999e-19,2.65292376815468e-21,1.0699585463655e-18,2.18506050283403e-19,0,1.58335011144576e-19,2.49757754988887e-18,3.86064336663773e-18,4.56937115044467e-18
T cell CD4+ (non-regulatory)_XCELL,0,1.55377194723557e-19,0,0.00351499097412412,0.00238853535698675,0,7.93587147554801e-19,3.29768389077366e-18,2.24439275765163e-18,2.91696804230086e-19,0.00366790537265959,0,2.20574937437023e-17,0.00622684387213838,1.13329350583304e-21,2.43697515182092e-19,0,0.00279946896743892,3.4627176770481e-19,9.36669942585724e-19,8.00923024511789e-19,0,4.97676626521893e-19,3.10009847674491e-18,0,0,0,0,0,0,0,0,0
T cell CD4+ central memory_XCELL,0,6.5419666159642e-18,0.026749731893722,2.76157691802377e-18,9.42259836232452e-18,1.89706386301542e-18,0.0246279213694087,0,0.057466031771966,7.50902864399661e-18,7.56728807955562e-18,0,6.50100541472909e-18,0,0.0028523831465513,0,5.66304410092496e-18,0,2.15149851837501e-17,4.64899910484789e-18,0,0,1.1253611530434e-17,0.0514954547772868,0.0193046576183451,1.35548606490709e-18,3.83658988739989e-18,2.36902081218101e-18,0.0229996082040119,0.0358751764390581,0,0,0
T cell CD4+ effector memory_XCELL,2.33983684845792e-18,8.42441888000116e-18,6.709062633344e-18,0.0167196647529579,0,0.0291011288581704,0,1.34818356708524e-19,0.0200139189963334,0.0247420824509966,8.66798048112717e-21,0.0104241875484045,7.58330575114844e-18,0,0.0360064946441844,1.98836482055978e-17,0,1.14303263478434e-17,0.0010689469946747,0,0,8.43777347709938e-19,5.47874201183199e-19,0.0222216832263257,0.0589009813589007,0.0490493224147113,1.7768413117611e-17,0.00779788113122649,0.0402635987047954,0.0276754179384364,0.0222129156868225,1.8219850561307e-18,3.32425900531672e-18
T cell CD8+ naive_XCELL,0,0.00722173171779055,0,0.0058126035151349,0.00678921421451429,0.00169809944844742,0,0.00136924991544004,0,0.00266477162845084,0.0234601863275761,0.00373677010336385,0,0.0317936817233468,0.020843533416474,0.00813771236444519,0.0209564286142536,0.0122286731135606,0.00116351290140657,0.0131011261351253,0.0135426860938981,0.00488338450978825,0.0166175165908238,0,1.89523710609332e-20,0.00100729120443183,0.0064739353679982,0.00963730258371175,0,9.18538753932017e-23,0.00608723419188187,4.63399184373862e-19,0.0248559884658487
T cell CD8+_XCELL,0,2.30481653967489e-19,0,0.00994459011108663,0.00461528384515921,0,5.89257034856438e-20,0,1.13051244112706e-18,3.07576985638521e-18,6.93969385375563e-19,1.78401176590706e-18,4.20624941247524e-19,6.28975112099726e-20,0.0426607807674561,0,2.35950385863546e-19,1.36127504712063e-19,5.69035213320325e-18,0,1.04893210526791e-19,5.49914162966635e-19,8.46752162930309e-19,8.90019896794357e-19,0,1.13059785496386e-18,1.96889094371239e-18,1.63747125945372e-18,6.117186369624e-19,0.0075399707358406,1.32071741483839e-18,0,0
T cell CD8+ central memory_XCELL,4.74201051285017e-18,0,0,0.00524831897970184,0.00483170955620005,3.12175154529717e-21,1.36983832929944e-17,9.90089861315671e-19,3.68407209042859e-18,1.28945954688225e-19,0.0019667767166852,8.72307956555748e-20,2.45645845805023e-17,0,0.0199802470821718,0,4.7243802018359e-19,0,2.47914377218792e-18,4.61887226894594e-18,0,0,0.0145975504486704,0,0,8.08954622283333e-20,0,0,1.90479485028329e-18,5.95079386775508e-20,0,0.00734797948531936,1.4276509353198e-18
T cell CD8+ effector memory_XCELL,0,3.60625655870743e-19,0,0.00161262417696015,9.96194575842953e-20,0,3.58520371463784e-19,0,0,0.00447820993564422,0,0,0,0,0.022402178698716,9.6055296642966e-19,0,0,1.29093064667913e-19,1.431237891965e-18,0.000115197622795923,0.018909715477369,0,7.49786577650035e-18,4.44218348015162e-18,0,0,3.66477012240313e-19,0,2.76208303302723e-18,2.39432081011719e-18,4.24459491987899e-18,0
Class-switched memory B cell_XCELL,0.0236209417828681,0.000687266663079941,0.0107158420310711,0.021963043881718,1.64570215298041e-19,0.004341625232143,0,0,0.00606243203449503,0.00283859874468073,3.08038842428013e-19,0.000289136814953416,0.000251464425302072,0,0.0236205160241963,0,0.00777900768946473,0.0191302324857432,0,0.00208916014081295,0.0004947467727895,0.118129641512226,0.00103408329485407,0.0238971064738957,1.06988035489929e-18,0,8.49899450003484e-19,0.0146791565716574,0,0.00160012535466477,0.00838500088719817,0.0108533724233659,0.0083298749109585
Common lymphoid progenitor_XCELL,0.207283440489341,0.0886583843255414,0.0416020674633594,0.157826277792447,0.22244784043919,0.0838608456480633,2.08319901123123e-18,0.0920611102596499,0.0313083748867821,0.129722860759518,0.204589048137868,0.0829556953104316,0.09841082701531,0.147594770631294,0.124306293533563,0.191847895323128,0.185012533736371,0.137184857548572,0.134909472536819,0.12868701150711,0.118578438303642,0.194263402941249,0.144240209813279,0.0331221909630823,0.0997319243798966,0.121970967048279,0.18287378832603,0.108956023359999,0.111326509453974,0.00428893573359286,0.1868033819631,1.94784107640735e-19,0.228214924349608
Common myeloid progenitor_XCELL,0,1.39571756003318e-19,1.09234137373419e-18,0,0,0,0.0158601178323141,1.55547550538368e-18,0,0,1.90625850085889e-18,1.44361318137492e-18,0,0,9.36931280876462e-20,0,0,0,0,0,0,0,0,1.17884122382429e-18,0,5.61464411059158e-18,0,0,6.46989500544191e-18,0.00278826986903356,3.64823059105244e-18,0.0614095959181393,3.21492012911292e-19
Myeloid dendritic cell_XCELL,1.3475440568731e-19,3.18147851211289e-20,6.6437005755106e-20,0.00751210920534821,0,1.85368115535341e-19,0.103497161057714,0.0015348584261694,4.83156131544432e-19,0.00210135798794804,0,4.60353977770789e-20,4.18205676510851e-19,0,0.0155944852102939,2.91212698465973e-18,0.00166797931923158,1.28582089491794e-19,0.00336096169490926,1.46589259327994e-18,5.21222060655977e-19,0.0402771074575612,0.00116273140737675,0,8.22307876158083e-20,8.35538062889667e-19,0,0.00621362603683118,1.67868419766406e-18,0.0140848607292797,0.00382501204118097,0.271998566710855,1.92033435253129e-19
Endothelial cell_XCELL,0,0.00654922678657196,0,0.0249691021645391,4.1539326689437e-20,0.0043351304339891,0.014488041001354,0.000762137817945558,0.00421228998597935,0.0441985370044171,4.13979488378265e-05,1.32706485934847e-18,0.019388527451915,0,0.0127466136024421,0.0121900527753839,0.0113504290782357,9.20881395293422e-19,0.0373201801786835,5.99545652452429e-19,0.00949216605777406,0.0290587298629948,0.0041484165758577,0,2.0061421043421e-20,0,5.03203018743225e-19,0.0301391097492172,0.00109974688119237,0.00703863491118408,0.0153599837518464,0.0775352328869411,0.0257019408743282
Eosinophil_XCELL,4.07045489029317e-18,0,0.0239681375913092,1.32922368399159e-18,8.20369898775107e-19,0.00864746884875424,0.0771293427513201,6.39870529094218e-20,0.0146381915619561,3.19781758168579e-18,0,2.06630262841598e-18,0,0,1.83617237354042e-19,1.16638756911057e-18,8.67566784950092e-18,8.76203332721853e-19,1.80589099328947e-19,0,0,2.19784142821062e-18,0,0.0130779530407486,0,0.00981906153217953,0,6.84275251305388e-19,0.00155997723403042,0.0207032777736959,0,0.200765038224483,3.70988467292925e-18
Cancer associated fibroblast_XCELL,6.19938665903709e-18,1.08675787789232e-17,0.0675901949070656,0.0365914451808972,0,0.0242449706560976,5.72579871350428e-18,0.0072744842363021,0.017421460779348,0,0.0770310260119871,1.84935821509871e-17,0.00360821641113642,0,0,7.73282712727465e-18,0,0,1.62756763660593e-18,0.020235159857834,0.0633913626843672,0.0939316629246961,3.30070831312828e-18,0,0.00116775039512128,8.38065954004976e-18,0,0.0198299299988695,0.0687790161596918,0.128071135125048,0,2.58503343058581e-18,0
Granulocyte-monocyte progenitor_XCELL,0,0,0,0,0,0,2.28683143446767e-18,1.97898962832067e-17,1.17567170138047e-17,1.53772992994675e-18,0,2.6697736690991e-18,0,0,0,0,0,0,0,1.02183585789753e-18,0,0,0,0,0,0,1.06752944816612e-17,2.79071420268906e-18,0,0,1.04612631148143e-17,7.14486313725785e-18,3.94710718279235e-17
Hematopoietic stem cell_XCELL,0.121531055139906,0.0403254017495915,0.013900267271375,0.0760952880596476,0.0368415388896612,0.0555909577992455,0.209124905855067,0.157424940353033,0.00873827298447474,0.0294618644013643,0.0856932330769928,0.0271973721494112,0.00742703702433281,2.13238441292215e-20,0.0522953680485699,0.0811156584752018,0.0605798105124787,0.0296824553833381,0.0606196159597827,0.0941419607179006,0.0572301241122247,0.138454724407601,0.0406996300246724,0,1.19691407347663e-18,0.0315863526160263,0.0878727206527411,0.0330636828318467,0,0.12077524277352,0.0360303707936309,0.56970397822334,0.0680694303398621
Macrophage_XCELL,0.00727923978521918,3.27287065910817e-19,4.05856006036863e-18,0,9.58202109794288e-19,0.00331674637919171,7.54468031716545e-18,1.41257289268351e-21,0,0.0500529577694796,0.0060690741189613,0.00399197786171393,6.63115780865053e-18,0,0.0157518203329053,0.00579503441209258,0.0266227190050542,0.000546484658176767,0.0371946843235565,0.00946919380395874,0,0.0368457009676728,0.0297251691064184,0,0.0163489083928679,6.76130647993517e-19,2.07078552040068e-18,0.00463160237574993,4.09436681077017e-19,0.00553457083349597,0.00786271099837672,0,0.00632263561118949
Macrophage M1_XCELL,6.74616822400377e-19,7.68225368547856e-20,0,0,8.20226372325613e-19,4.03675264180713e-19,1.70885389706312e-19,0.000388966174779622,1.51868223425147e-18,0.0270501031515163,0,1.36160768025703e-20,1.24028044596796e-18,0,0.0179087942013107,0.000526129049619706,0.0041889293463989,0,0.0217040588563829,6.54255806246088e-05,1.47079147270523e-18,0.00440600506746323,0.0245910400678291,1.64652415018096e-18,0.0192052651546498,0,0,1.37368099244579e-18,0,0.00705712320690011,0.00174347575987904,0.0224511589163489,0
Macrophage M2_XCELL,0.0121899641508723,0,0,0.0051245976456643,8.74291121406907e-20,0.00853696834027017,2.27170195609866e-18,4.27934483258943e-05,0.00927175207796185,0.0417874305448602,0.00292439470302957,0.00131364276936395,4.29919871934409e-19,0.00176399119007462,0.006457427268066,0.00616915939418895,0.0162237194609225,0.0103538973688511,0.0125724729723491,0.00123691953817291,0,0.0410458335067358,0.0208979371907301,0.0139869923097799,0.00285153088716885,0,0,0.00334130885589062,0,0.00373942392637113,0.00634042606763528,0,0.00915720953720539
Mast cell_XCELL,0,0.0215489136962049,7.27547415514712e-20,0.00838161488679079,0.0101482756297851,0.00263880975075957,0.0130422756091682,0,0.00566599743800673,0.00011475766298218,0.00154570804147813,0,0,0.00738654364920819,0.00899973011329916,0.00569262068470603,0.024257789426223,0.00738690203943109,0.00559857354185269,9.1972671793256e-19,0.0121759671253874,0.00208562076804716,0.00552685264020436,0.00372037568041685,0,0,0.00117671490356733,0.0334250948943286,1.33446496306104e-19,0.00180723121103985,0.000844544011587091,0,0.0213389631449005
B cell memory_XCELL,3.16217014767028e-18,0,0.00363426056252938,0.0102285380050426,3.04505844954541e-20,3.15250888128439e-18,0.0473218740741806,1.33963451194488e-18,0,5.44151902132802e-22,0,0.0189017560298647,1.66939960623764e-20,0.00131795500619769,0.0152732289746277,0.00366746320158922,1.42644153153513e-18,0.000786817763884042,0,0,0.00576345445357179,0.165378483291953,0.00127531278143423,0.0185020591925902,0.00155853490010811,0,0.00430458328947895,0,0,1.55780569342561e-18,0,0.0500997439680609,1.21036500843285e-19
Monocyte_XCELL,0,6.39858359005359e-19,0.0346506134214744,0.0340670422544767,0,0.000493449260556573,0,1.31839553321086e-17,2.86831779439349e-19,0.0613667427315991,0.0205527906009221,0.00487704657290078,0,0,0.0182406432009314,0,0.00335787801725419,6.00608434146571e-18,0.0107715094721374,0.00214745827866247,0.00861246598089427,0.00608827197636896,0,1.81802412903442e-18,0.0151710203475801,0.0029577413431338,0,0.0359113457607112,0,0.0173817774150316,0.0116733350711423,0,3.97614347848312e-18
B cell naive_XCELL,0,0.00269793426256635,1.17078313239853e-18,0,9.36563989260645e-20,6.58673645304211e-19,0.00395088651954352,0,2.57457095298334e-18,1.62911879535349e-19,1.34728614770033e-18,0,2.82841685896686e-20,0,0,2.89714830015194e-19,4.90826823824753e-19,9.36862603634745e-20,0,0,1.73427089691103e-19,0.0439922572736804,1.3473411801488e-20,4.23919114692727e-20,0,4.2978735807219e-19,0.000813159605430519,4.31755077393804e-20,0,8.30624694268759e-19,2.78013064545514e-18,0.0140502761277309,4.61692466522951e-19
Neutrophil_XCELL,5.18773384839776e-19,0.000917029320944825,0.00242081089956374,0.00913584612910633,7.46198791177765e-19,5.85248765806696e-20,0,0,3.15529469044163e-20,5.50799864192922e-19,0,0,0,0.00146902936657806,1.56968428966549e-19,7.03869884226773e-20,0,0,0,0.000470836964758766,1.15784000737599e-18,0,0,0,1.07978911995587e-18,0,7.98528541358712e-20,0,0,0,1.86763038391937e-19,0.00101853534622949,1.23133016377095e-19
NK cell_XCELL,0,2.91328693425463e-18,3.42694479998362e-19,3.08815822826762e-20,3.28050901724422e-19,0,7.74072054572074e-19,9.78945272299384e-18,1.43534447252064e-17,0,5.34635450542543e-19,0,0,6.42348649940786e-18,0.0052695323137449,0,0,0,0,0,0,6.63483897704676e-19,1.15128650648259e-20,0,0,0,0,2.81671505822537e-18,3.47153471689572e-18,4.53776357829511e-18,2.7151886834605e-18,1.33995633943771e-18,9.91016375808265e-18
T cell NK_XCELL,0.0460582658450981,0.0453331104832886,0.176435918183334,0.0260416400548713,0,0.0110309096696892,0.0680765607885826,0.0247137591745405,0.0832700153818459,0.00794539498214092,1.96440133895427e-18,0.0435972823742319,0.322129875639188,0.0180222047529301,0.0315524169832089,0.0366465034882647,0.0351372926887627,0.00394574001847661,0.145021266168255,0.0375867316463344,0.0436223569447922,0.0366967641260564,0.0441485802225236,0.131320253537483,0.114194723680626,0.0167634586172727,0.00411191850572731,0.0772620613959571,0.172809928886564,0.0705120362414142,0.0194853595080174,0.102805119473942,0.0954032420333955
Plasmacytoid dendritic cell_XCELL,0.00125533947146136,0.00116660046746923,1.04934082889568e-20,0.0308723360441003,4.44186289950649e-19,3.18518522571422e-19,0.00573299629624797,2.21763674774134e-18,0.00090743493721496,0.00747544029413073,0,1.12936317322128e-19,0,0,0.0515436161929916,0.00216194495049532,0.000425257291520162,0.00140603112318574,0,0,0,0,0.0369013792923406,0.0251512872826328,2.47621715312765e-19,3.44062507927439e-19,4.08075573942781e-18,0.000944836381935068,0,0,2.10074547496017e-19,0.0752713527231193,0.00834278423892682
B cell plasma_XCELL,0.000838630431342986,0.0156896927269447,0.00703788275903557,0.0137220838143796,0.0121260582791103,0.00306365566045777,2.23225879575321e-18,2.09976143553722e-19,0.00582613912591068,0,0.0026791176527134,0,0.00289728101932031,0.0277610274186735,0.00668636257775969,0.00400752291902144,0,0.00143517504937999,0.0126205303659886,0.000944449086739501,0.0124568674992138,0.00218541533725613,0.0153501358752546,0.0181968400832842,0.00444062879534883,0.00318229501248803,0.00200607949902521,0.00569740810633293,0.0170363801575267,0.000859112933121348,0.00820084425266508,0,0.0181010725336272
T cell gamma delta_XCELL,2.91052581063982e-18,2.99525974285951e-17,3.59215865426486e-18,1.46415063817366e-17,1.50410753268986e-17,4.90510337496686e-18,0,5.87300577462943e-18,1.08562820617799e-19,6.89332800373788e-18,2.21973343282784e-17,1.42996842065787e-17,0,1.71494730460349e-17,0,3.54941358564506e-18,1.23235773944478e-17,0,0,5.43007035606529e-18,0,1.25331025768081e-17,5.62822684437835e-17,5.49862087638968e-18,1.04062201879625e-17,1.82461898227939e-17,3.8554354153824e-17,6.28174640710671e-19,3.25337073406374e-18,2.65351589985365e-18,5.10910872256632e-18,0,4.33876483994436e-17
T cell CD4+ Th1_XCELL,0.375887471993704,0.342976199547695,0.194165167691043,0.268998636034549,0.321637005065856,0.187099809566265,8.13506442886374e-18,0.127031213185834,0.164183228963607,0.294049681625048,0.196231133039304,0.364626318387889,0.508495829085516,0.407684391459611,0.298211943847981,0.405497021051489,0.312255528411151,0.264899961656332,0.499309277234298,0.403645653668053,0.285044464521828,0.281122219406509,0.522725522033394,0.211411637832922,0.241844845321867,0.296873876871214,0.403716215578071,0.279341085339041,0.236242379679787,0.132915669619005,0.201373049613812,0,0.715645377060732
T cell CD4+ Th2_XCELL,0,0,0,0.0225525629580234,0.0925665120549088,0,0.0927132658185879,3.38037844282635e-18,5.30643237199984e-18,0,8.36000812464052e-18,0,0,8.35117760745218e-18,6.3381509293539e-18,0.0126061745771778,0,0,8.69428732891431e-17,0,3.98430987178204e-17,3.95690556233425e-18,0,0,0,0,0,0,0,0,1.51415789029786e-17,0.0942738794967145,0.0350447017636978
T cell regulatory (Tregs)_XCELL,2.82869002105187e-18,0,0,6.56561929473973e-20,1.48729185056744e-17,0,0.0282910701404797,0.0104618519598421,0,1.56895916622111e-17,0.00711472076342108,9.7745796301307e-18,0,0,0,0,0,4.46451153977657e-19,0,9.33684272642748e-18,0,0,5.46596772660239e-18,9.1314114611113e-18,0,8.08002779491603e-18,0,0,0,0.0127635877700111,0,0.0446210509249755,0
immune score_XCELL,0.0260262457050551,0.0169465965509553,0.0551142392262523,0.0823962624903335,0.0137430014317093,0.0100643161595081,0.17116396596867,0.00102323895077962,0.0135361259999753,0.0757572107680059,0.021364862007163,0.0239839452127745,1.96849881134075e-17,0.0107607664062778,0.09679594075581,0.00765843673119908,0.037270910511842,0.0322058488717186,0.0548235565330987,0.0129785089146844,0.0157884589648242,0.367322479530354,0.0400055674675558,0.0289108714460247,0.0379476001147544,0.0105121491324245,0.000979394740429661,0.0770115016526508,0.00160304050170433,0.0501185822514571,0.0181630730618273,0.332770576016951,0.0290766320867695
stroma score_XCELL,3.09969332951855e-18,0.00327461339328598,0.0337950974535328,0.0307802736727181,2.07696633447185e-20,0.0142900505450434,0.00724402050067702,0.00401831102712383,0.0370193523168902,0.0336471293977947,0.0385362119804125,9.91032350516778e-18,0.0114983719315257,0,0.00637330680122107,0.00609502638769197,0.00567521453911787,2.09515324874469e-18,0.0186600900893417,0.0124525866738964,0.0364417643710706,0.0615929938080224,0.00207420828792885,0,0.00100665288987534,4.19032977002488e-18,6.2172959652911e-19,0.0252956832700545,0.0349393815204421,0.0687778478469795,0.00897087129872477,0.0396422327660779,0.0128509704371641
microenvironment score_XCELL,0.0260262457050551,0.0202212099442412,0.0889093366797851,0.113176536163052,0.0137430014317093,0.0243543667045514,0.178407986469347,0.00504154997790345,0.0505554783168655,0.109404340165801,0.0599010739875755,0.0239839452127745,0.0114983719315257,0.0107607664062778,0.103169247557031,0.013753463118891,0.0429461250509599,0.0322058488717186,0.0734836466224404,0.0254310955885808,0.0522302233358948,0.428915473338376,0.0420797757554847,0.0289108714460247,0.0389542530046298,0.0105121491324245,0.000979394740429662,0.102307184922705,0.0365424220221464,0.118896430098437,0.0271339443605521,0.372412808783029,0.0419276025239336
B cell_EPIC,2.80870327556764e-06,0.00129850364799641,0.00163805744222264,0.00995737255259846,0.00134950379844322,0.00022088779040768,0.00274752145196847,3.06912763386142e-08,1.68539572765547e-05,0.000541553919808373,0.000900389755929177,0.000534326732729601,2.577151561099e-08,0.0016177407966502,0.00207402603767258,0.00264114833383923,0.000486379363537159,0.00116633450786322,0.00047051474794592,0.000826639834835324,0.00935275784490629,0.060675863958749,0.00172025403835262,0.00013269900687312,1.9666817355343e-05,9.59343859540903e-07,0.00239261019662063,0.00036620005929231,0.000618293909159801,0.00191329550337236,0.000586525153256333,0.00419987290402982,0.00024076808369992
Cancer associated fibroblast_EPIC,0.0605567267727565,0.0231621006541241,0.0394517510984567,0.043811254056792,0.0162077747600444,0.126539858547586,0.0923722875318478,0.0754242396866222,0.0461843802974048,0.0748086744302745,0.017522979199896,0.0162699526873116,0.0815078192166217,0.000870450486713234,0.0340782141588901,0.0182480523978258,0.0102434428391398,0.00487941383117405,0.0282415639784006,0.0385685513865838,0.0203313744875988,0.069446560437411,0.0147269144185232,0.0869979308754051,0.124864166413787,0.0839425340064485,0.0250441140217001,0.0157962134090863,0.0454679651779738,0.0240044694696979,0.0435167218649096,0.033268643249627,0.0220180085257954
T cell CD4+_EPIC,0.0910840802489328,0.0312656936199928,0.0388405806797094,0.108556434102299,0.0401266954195813,0.165349959084011,0.0957653836944375,0.210616501202099,0.0614682454216942,0.0697118792357594,0.0380700545449816,0.0231489185293832,0.0705998154402078,0.0776990388589482,0.135409329888611,0.0947637918470447,0.0408421036459958,0.03049351476834,0.0258274922858938,0.0358375215136191,0.036785417813097,0.113354201521153,0.101024753908312,0.0413735948072244,0.110350567410302,0.0744707643689908,0.151428304289812,0.0494048220142808,0.0294057636241875,0.0853121873961386,0.0318225552990602,0.148722958189778,0.035045135281023
T cell CD8+_EPIC,0.018925589782106,0.0192752450169343,0.0107894465465707,0.0260308095027731,0.0388184582807562,0.00836594987116417,0.0188910276547894,0.0181530086985917,0.0157422114757412,0.0106093958699934,0.0180967718524946,0.007963088844195,0.00893995498680701,0.0262160666800249,0.0400879611261399,0.0253168013634681,0.0161556935789018,0.014410004154823,0.0231357626356481,0.0117955742305918,0.0139874140771668,0.0325247271605946,0.0352665982644329,0.0133136164781882,0.00767177945567279,0.0174245024255856,0.0191925868833664,0.0149211131727745,0.00867024521545016,0.0253107689279385,0.0122533075585376,0.0280422010898707,0.0194215101083026
Endothelial cell_EPIC,0.0102810304349718,0.0400715359179024,0.0177899362485636,0.032057412840012,0.012560821117542,0.0245856439420267,0.0390495672330074,0.0214499343736131,0.0200014261059937,0.0272433606073955,0.0121636324558126,0.0129684282123864,0.0172415805965309,0.0109753853414396,0.0222772397799804,0.0131175166744078,0.0148058892769677,0.0154026473697094,0.0180807355390964,0.00431438280720487,0.0103974923297274,0.0266450018017933,0.00817615041212548,0.0151982265557035,0.0660852046777431,0.0256240089981337,0.0160668485875811,0.0227975114155028,0.016181000247403,0.0279640381041683,0.0144168941055074,0.00570896922530716,0.0170743987710617
