sampleName Signature.1 Signature.2 Signature.3 Signature.4 Signature.5 Signature.6 Signature.7a Signature.7b Signature.7c Signature.7d Signature.8 Signature.9 Signature.10a Signature.10b Signature.10c Signature.10d Signature.11 Signature.12 Signature.13 Signature.14 Signature.15 Signature.16 Signature.17a Signature.17b Signature.18 Signature.19 Signature.20 Signature.21 Signature.22 Signature.23 Signature.24 Signature.25 Signature.26 Signature.27 Signature.28 Signature.29 Signature.30 Signature.31 Signature.32 Signature.33 Signature.34 Signature.35 Signature.36 Signature.37 Signature.38 Signature.39 Signature.40 Signature.41 Signature.42 Signature.43 Signature.44 Signature.45 Signature.46 Signature.47 Signature.48 Signature.49 Signature.50 Signature.51 Signature.52 Signature.53 Signature.54 Signature.55 Signature.56 Signature.57 Signature.58 Signature.59 Signature.60 Signature.84 Signature.85 Signature.86 Signature.87 Signature.88 Signature.89 Signature.90 Signature.91 Signature.92 Signature.93 Signature.94 Residuals AbsResiduals RSS N.Mutations
BTC_0020_Ab_M_526_SBS 1716.90665821809 1093.97217190944 0 0 2774.80669207564 0 0 0 0 0 1453.0840745529 0 0 143.97610619007 0 0 0 0 1095.61064757247 0 0 0 470.291289164486 438.844252128748 2165.58594851511 1014.90954993857 643.220564174187 0 0 0 539.267011654327 0 0 0 0 0 536.159593907797 170.871151133047 0 0 311.462819186526 3464.49886963244 0 782.058548029962 0 0 0 817.930200535905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -52.4561485197338 2251.18395344172 106378.854581929 19581
BTC_0037_Lv_P_526_SBS 1156.27649551992 1092.62391689332 0 0 4905.09626553063 0 0 0 0 0 3702.70319194163 0 0 0 0 0 0 0 841.290190791909 0 0 0 565.670323655671 1419.67564049613 1456.77034058915 371.152147909898 0 0 0 0 0 0 0 0 0 0 456.023831935005 0 1016.76574547014 0 0 0 0 967.647052563481 0 0 1690.46234899525 2610.36349487092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1228.76547158758 0 0 0 0 0 -10.2864587506334 2486.19351775239 126366.578078985 23471
BTC_0014_Lv_M_526_SBS 761.960783713923 111.853779398097 0 0 0 0 0 0 0 0 0 0 0 0 0 708.034447389222 0 0 0 0 928.488312327433 0 848.905668805262 324.296996578308 0 0 0 264.18894414848 0 0 880.95345635171 0 0 0 0 0 0 16489.39983064 0 0 163.621141051077 8416.35350902716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1262.39500260834 0 0 0 324.020359723205 0 0 0 0 -302.47223176221 5634.82433333472 876940.660305626 31182
BTC_0011_Lv_P_526_SBS 637.301435351454 1465.8834748947 0 0 1321.58494110387 529.070056840686 0 0 0 0 900.744492988293 0 87.1479801821528 0 0 0 0 0 1626.95632340975 0 0 0 499.638184875902 789.017483615648 413.037610789684 265.796824479697 0 219.605782991804 0 0 0 0 0 0 0 0 423.671037238922 0 279.795365919865 0 0 0 0 340.092236409067 0 0 0 753.310806823516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 627.215962156822 0 0 184.541410550584 0 0 0 0 -22.4114106224168 1349.91053833403 35507.1187927263 11342
BTC_0033_Lv_P_526_SBS 1802.6490454024 496.790409466286 0 0 0 0 0 0 0 0 1524.10007700339 0 149.521313440323 0 0 0 0 0 113.257775984975 300.593932722431 0 0 711.983876380924 1104.28736129832 1505.7993687688 0 0 0 0 0 0 0 0 0 0 0 0 0 1342.62092477598 0 0 0 0 0 0 0 0 2579.18883296903 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 715.916036981393 0 0 242.473110575945 0 0 0 0 965.817934229809 2997.40423701591 173665.27926837 13555
BTC_0023_Lv_M_526_SBS 978.406692155072 563.251588291731 0 0 0 0 0 0 0 0 1336.2617896317 0 106.375148235688 0 0 0 0 0 0 0 0 0 4255.02917483893 8018.32173811202 0 0 0 0 0 0 0 0 3004.57335512937 0 13890.1422823401 0 1530.90875893489 399.971064584002 0 0 0 0 0 843.848905128899 0 0 0 1886.49180187599 0 0 1331.93435546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1531.62117530015 0 0 0 0 0 0 0 0 0 149.862169981491 7169.3467585951 1460488.74844193 39827
BTC_0009_Lv_P_526_SBS 735.393666707899 1516.02077023421 0 0 0 0 0 0 0 0 0 0 0 186.578916411931 0 0 0 0 1723.50689820665 0 250.944999947122 0 101.720275522668 478.839894884626 1368.45029830876 315.650408643256 370.74796947986 0 0 0 0 0 537.27124729053 0 0 0 717.203776744079 0 0 0 392.839635312277 0 0 1003.1929828294 0 0 0 816.431038212499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 323.207221264237 1613.43554231766 51558.1976382381 10838
BTC_0012_Lv_P_526_SBS 729.71796527792 388.037466245168 0 0 0 0 0 0 0 0 1158.52998058271 0 0 132.191579513235 0 0 0 0 313.978632590816 0 0 0 0 69.573734272527 1216.99862278682 0 0 0 0 0 0 0 0 0 0 0 726.276926258088 0 0 0 13.2068207729863 0 0 0 0 0 0 1272.84273793123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 577.645533768491 1745.30150544023 61399.5050860709 6599
BTC_9001_Lv_P_526_SBS 1463.34316833376 403.835000475596 0 0 0 0 0 0 0 0 1709.02677676143 0 232.117215799324 204.833852258661 0 0 0 0 448.687658527492 0 572.048062184155 0 282.254619259838 438.653026152381 0 0 0 0 0 0 0 0 0 0 0 0 873.993477158618 0 0 0 90.9302027842737 0 0 0 0 0 0 1386.72431894608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 732.552621358388 1851.27067174726 67505.145568321 8839
BTC_0016_Lv_M_526_SBS 2613.74870118917 345.612438033711 593.320580530199 0 0 0 0 0 0 0 1488.53433380197 0 0 309.39529190067 0 0 0 0 184.067192488442 0 0 0 0 305.751025098237 0 0 0 0 0 0 0 0 621.343818106057 0 0 0 721.408262331923 0 0 0 234.269666960247 0 0 584.921675749993 0 0 0 441.994953237608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64.9718300357941 0 0 0 0 0 0 0 0 0 52.6602305359757 1566.45205844355 65230.1837649497 8562
BTC_0025_Sn_M_526_SBS 0 0 0 0 0 0 0 0 0 0 51211.022555583 0 0 0 0 0 0 0 0 0 0 26928.4013095994 2492.83490106959 0 0 0 0 0 0 0 0 370894.21130717 37498.1079621662 0 0 0 0 0 0 0 0 68630.0353819428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43805.0704961683 0 0 0 0 0 -47665.6839136994 271199.871616392 1831424069.97102 553794
BTC_0045_Lv_P_526_SBS 0 2699.94670758604 0 0 3381.62987658031 8904.9322833905 0 0 0 0 0 0 439.370569160848 1310.19399801418 0 0 0 0 2366.65338060063 3135.31518635386 34514.9415062468 0 0 633.10981135476 0 0 2126.73595839231 0 0 0 921.573439549574 0 7134.10612444127 0 0 0 2741.09409601159 0 2376.02225504674 0 1311.6102844836 0 0 0 0 0 0 7982.47803344135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12207.5717621829 0 0 0 3623.28602369543 665.357622278054 0 0 0 0 827.071081189281 17518.3850949457 9381994.12046578 99303
BTC_0013_Lv_P_526_SBS 11245.4593160735 0 0 0 0 4427.26693995723 0 0 0 0 0 0 0 1311.13608069776 1355.25328121314 0 0 0 0 2318.66535571569 12585.3592300182 0 0 929.807543204932 0 0 5958.48169029443 1591.85847458347 0 0 0 0 10674.2054854882 0 0 0 1854.95280102168 1844.50886412285 0 0 392.15459237608 0 0 0 0 0 0 2288.80519787899 0 0 11595.0989520324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2576.48841568248 0 0 0 0 0 0 0 0 0 425.497779638948 8186.05280493157 1634974.60019167 73375
